學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
0022,國立臺灣科技大學,07151023,機械工程系,D 日,B 四技,638,593,45,128,7,139,13,146,9,149,13,-,-,-,-,-,-,31,3,30 臺北市,2 技職
0022,國立臺灣科技大學,07151023,機械工程系_精密機械專班,D 日,B 四技,55,51,4,-,-,-,-,21,3,21,1,-,-,-,-,-,-,9,-,30 臺北市,2 技職
0022,國立臺灣科技大學,07151023,機械工程系_新南向精密機械及創新工程技術國際學生產學合作專班,D 日,C 二技,31,22,9,-,-,-,-,8,3,14,6,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,07151023,機械工程系,N 職,M 碩士,40,39,1,14,1,14,-,7,-,4,-,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,07151024,自動化及控制研究所,D 日,D 博士,16,16,-,4,-,2,-,2,-,3,-,-,-,2,-,3,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,07151024,自動化及控制研究所,D 日,M 碩士,58,47,11,24,6,19,5,4,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,07151024,自動化及控制研究所,N 職,M 碩士,38,37,1,15,-,12,-,3,1,7,-,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,07191012,工業管理系,D 日,D 博士,58,43,15,14,3,7,6,8,3,6,1,4,1,3,1,1,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,07191012,工業管理系,D 日,M 碩士,151,84,67,44,43,38,22,1,2,1,-,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,07191012,工業管理系_工業4.0科技產業碩士專班,D 日,M 碩士,3,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,07191012,工業管理系,D 日,B 四技,303,202,101,38,26,46,25,51,20,55,26,-,-,-,-,-,-,12,4,30 臺北市,2 技職
0022,國立臺灣科技大學,07191012,工業管理系,D 日,C 二技,4,3,1,-,-,-,-,3,1,-,-,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,07191012,工業管理系,N 職,M 碩士,60,45,15,21,9,19,6,4,-,1,-,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,07194041,全球發展工程學士學位學程,D 日,B 四技,39,29,10,15,6,14,4,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,07199033,工程學士班,D 日,B 四技,40,28,12,28,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,07199033,工程學院_大學部先進科技全英語外國學生專班,D 日,B 四技,43,31,12,16,8,13,4,2,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,07199035,高階科技研發碩士學位學程,N 職,M 碩士,61,57,4,30,1,22,3,5,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,07311038,建築系,D 日,D 博士,60,43,17,11,4,11,4,7,3,6,3,1,2,4,-,3,1,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,07311038,建築系,D 日,M 碩士,140,58,82,28,32,19,31,9,14,2,5,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,07311038,建築系,D 日,B 四技,315,199,116,46,32,49,26,41,30,42,21,-,-,-,-,-,-,21,7,30 臺北市,2 技職
0022,國立臺灣科技大學,07311038,建築系,D 日,C 二技,2,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,07311038,建築系,N 職,M 碩士,43,36,7,13,3,12,1,4,2,5,1,2,-,-,-,-,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,07321025,營建工程系,D 日,D 博士,57,51,6,12,2,9,1,8,2,7,-,7,-,3,1,5,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,07321025,營建工程系,D 日,M 碩士,266,207,59,99,23,80,28,25,8,3,-,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,07321025,營建工程系,D 日,B 四技,386,288,98,65,29,71,24,78,14,61,29,-,-,-,-,-,-,13,2,30 臺北市,2 技職
0022,國立臺灣科技大學,07321025,營建工程系,N 職,M 碩士,68,54,14,13,5,12,6,18,1,8,2,2,-,1,-,-,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,09171034,醫學工程研究所,D 日,M 碩士,42,26,16,12,9,12,5,2,2,-,-,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,99999015,應用科技學士學位學程,D 日,B 四技,37,25,12,-,-,7,-,6,5,5,5,-,-,-,-,-,-,7,2,30 臺北市,2 技職
0022,國立臺灣科技大學,99999036,不分系學士班,D 日,B 四技,54,41,13,41,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0022,國立臺灣科技大學,99999036,不分系學士班_不分系學士專班,D 日,B 四技,35,34,1,34,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30 臺北市,2 技職
0023,國立雲林科技大學,01118001,技術及職業教育研究所,D 日,D 博士,70,43,27,9,3,9,5,10,5,3,5,7,2,5,5,-,2,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,01118001,技術及職業教育研究所,D 日,M 碩士,20,8,12,1,7,4,1,-,3,3,1,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,01118001,技術及職業教育研究所,N 職,M 碩士,38,9,29,3,5,1,10,1,5,2,6,2,3,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,02111013,數位媒體設計系,D 日,M 碩士,74,35,39,10,15,14,10,7,10,4,4,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,02112011,視覺傳達設計系,D 日,M 碩士,70,14,56,3,18,5,19,4,15,2,4,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,02112011,視覺傳達設計系,D 日,B 四技,225,46,179,8,48,10,41,15,39,9,49,-,-,-,-,-,-,4,2,09 雲林縣,2 技職
0023,國立雲林科技大學,02112013,數位媒體設計系,D 日,B 四技,287,67,220,14,48,14,54,10,56,20,51,-,-,-,-,-,-,9,11,09 雲林縣,2 技職
0023,國立雲林科技大學,02122007,設計學研究所,D 日,D 博士,109,48,61,12,9,13,9,3,12,7,11,7,9,5,4,1,7,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,02122007,設計學研究所,D 日,M 碩士,37,8,29,3,9,1,9,3,8,1,3,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,02122009,創意生活設計系,D 日,M 碩士,70,31,39,9,16,14,13,8,8,-,2,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,02122009,創意生活設計系,D 日,B 四技,208,38,170,11,44,11,37,8,37,8,47,-,-,-,-,-,-,-,5,09 雲林縣,2 技職
0023,國立雲林科技大學,02122009,創意生活設計系,D 日,C 二技,19,3,16,-,-,-,-,2,8,1,8,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,02123014,工業設計系,D 日,M 碩士,67,31,36,14,10,9,20,7,5,1,1,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,02123014,工業設計系,D 日,B 四技,207,99,108,21,28,24,23,20,29,30,26,-,-,-,-,-,-,4,2,09 雲林縣,2 技職
0023,國立雲林科技大學,02192002,文化資產維護系,D 日,M 碩士,50,17,33,10,11,2,12,4,6,1,4,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,02192002,文化資產維護系,D 日,B 四技,243,77,166,26,39,14,49,18,39,19,35,-,-,-,-,-,-,-,4,09 雲林縣,2 技職
0023,國立雲林科技大學,02192002,文化資產維護系_香港二技專班,D 日,C 二技,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,02199017,設計學院_設計技優專班,D 日,B 四技,69,40,29,18,10,14,8,8,11,-,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,02311004,應用外語系,D 日,M 碩士,45,12,33,7,13,3,14,2,2,-,4,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,02311004,應用外語系,D 日,B 四技,271,58,213,15,52,16,47,17,50,9,56,-,-,-,-,-,-,1,8,09 雲林縣,2 技職
0023,國立雲林科技大學,02311004,應用外語系,D 日,C 二技,9,1,8,-,-,-,-,1,5,-,1,-,-,-,-,-,-,-,2,09 雲林縣,2 技職
0023,國立雲林科技大學,02311004,應用外語系,N 職,M 碩士,32,4,28,2,15,2,8,-,-,-,3,-,2,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,02322003,漢學應用研究所,D 日,M 碩士,42,20,22,7,9,6,6,3,2,4,5,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,02322003,漢學應用研究所,N 職,M 碩士,50,25,25,11,5,7,6,3,9,4,4,-,1,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,04111018,會計系,D 日,D 博士,12,7,5,1,1,-,-,1,2,2,-,1,-,1,-,1,2,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,04111018,會計系,D 日,M 碩士,46,19,27,9,14,10,13,-,-,-,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,04111018,會計系,D 日,B 四技,209,50,159,13,39,12,42,12,39,12,38,-,-,-,-,-,-,1,1,09 雲林縣,2 技職
0023,國立雲林科技大學,04111018,會計系,D 日,C 二技,5,3,2,-,-,-,-,1,2,2,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,04111018,會計系,N 職,M 碩士,38,13,25,4,14,8,11,1,-,-,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,04121024,財務金融系,D 日,D 博士,18,14,4,1,2,3,1,3,1,2,-,2,-,2,-,1,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,04121024,財務金融系,D 日,M 碩士,72,30,42,14,18,12,22,3,2,1,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,04121024,財務金融系,D 日,B 四技,221,61,160,19,35,9,43,13,41,19,39,-,-,-,-,-,-,1,2,09 雲林縣,2 技職
0023,國立雲林科技大學,04121024,財務金融系_不動產產業專班,D 日,B 四技,24,6,18,-,-,-,-,6,18,-,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,04121024,財務金融系,N 職,M 碩士,42,21,21,13,11,5,9,3,1,-,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,04131019,企業管理系,D 日,D 博士,62,37,25,9,5,4,6,4,2,9,3,5,3,3,3,3,3,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,04131019,企業管理系,D 日,M 碩士,96,39,57,19,33,16,22,4,2,-,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,04131019,企業管理系,D 日,B 四技,241,69,172,17,32,20,41,13,45,15,49,-,-,-,-,-,-,4,5,09 雲林縣,2 技職
0023,國立雲林科技大學,04131019,企業管理系,D 日,C 二技,93,24,69,-,-,-,-,12,33,12,34,-,-,-,-,-,-,-,2,09 雲林縣,2 技職
0023,國立雲林科技大學,04131019,企業管理系,N 職,M 碩士,102,56,46,27,22,21,18,6,5,2,1,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,04131019,企業管理系_越南碩士在職專班,N 職,M 碩士,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,04131022,國際管理學士學位學程,D 日,B 四技,125,36,89,11,22,9,19,6,19,7,28,-,-,-,-,-,-,3,1,09 雲林縣,2 技職
0023,國立雲林科技大學,04131057,產業經營專業博士學位學程,D 日,D 博士,7,6,1,2,-,2,1,2,-,-,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,04131058,高階管理碩士學位學程,N 職,M 碩士,51,36,15,19,8,17,7,-,-,-,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,04131059,工商管理學士學位學程,N 修,B 四技,126,52,74,18,26,15,25,19,23,-,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,04199023,創業管理碩士學位學程,D 日,M 碩士,14,6,8,1,4,4,4,1,-,-,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,04212031,科技法律研究所,D 日,M 碩士,42,20,22,9,8,4,7,4,6,3,1,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,04212031,科技法律研究所,N 職,M 碩士,63,40,23,10,6,8,4,11,7,9,4,2,2,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,06131032,資訊管理系,D 日,D 博士,24,20,4,4,-,3,-,2,-,5,1,2,3,3,-,1,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,06131032,資訊管理系,D 日,M 碩士,90,61,29,23,17,27,12,7,-,4,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,06131032,資訊管理系,D 日,B 四技,235,170,65,44,17,41,19,40,14,41,15,-,-,-,-,-,-,4,-,09 雲林縣,2 技職
0023,國立雲林科技大學,06131032,資訊管理系,D 日,C 二技,104,54,50,-,-,-,-,23,21,26,24,-,-,-,-,-,-,5,5,09 雲林縣,2 技職
0023,國立雲林科技大學,06131032,資訊管理系,N 職,M 碩士,65,40,25,25,11,15,11,-,1,-,-,-,2,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07111045,化學工程與材料工程系,D 日,D 博士,2,2,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07111045,化學工程與材料工程系,D 日,M 碩士,109,79,30,39,16,32,12,7,2,1,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07111045,化學工程與材料工程系,D 日,B 四技,440,301,139,62,38,72,42,77,28,76,31,-,-,-,-,-,-,14,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07112047,材料科技研究所,D 日,M 碩士,25,22,3,10,1,9,1,2,-,1,1,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07121049,環境與安全衛生工程系,D 日,D 博士,6,5,1,1,-,1,-,2,-,-,-,1,1,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07121049,環境與安全衛生工程系,D 日,M 碩士,93,61,32,28,11,19,19,10,2,4,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07121049,環境與安全衛生工程系,D 日,B 四技,246,182,64,49,19,45,14,37,15,39,16,-,-,-,-,-,-,12,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07121049,環境與安全衛生工程系,D 日,C 二技,2,1,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07121049,環境與安全衛生工程系_香港二技專班,D 日,C 二技,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07121049,環境與安全衛生工程系環安科技與管理碩士在職專班,N 職,M 碩士,52,40,12,13,3,9,5,10,2,5,1,3,1,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07141033,電機工程系,D 日,M 碩士,177,164,13,79,4,72,8,11,1,2,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07141033,電機工程系,D 日,B 四技,572,549,23,122,1,139,8,137,8,133,6,-,-,-,-,-,-,18,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07141033,電機工程系,N 職,M 碩士,36,36,-,12,-,11,-,8,-,4,-,1,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07141034,電子工程系,D 日,D 博士,7,6,1,3,-,1,-,1,-,1,-,-,-,-,1,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07141034,電子工程系,D 日,M 碩士,185,168,17,72,7,60,3,29,6,7,1,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07141034,電子工程系,D 日,B 四技,511,469,42,105,11,121,6,109,16,118,8,-,-,-,-,-,-,16,1,09 雲林縣,2 技職
0023,國立雲林科技大學,07141037,資訊工程系,D 日,M 碩士,101,92,9,47,5,36,2,6,2,3,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07141037,資訊工程系,D 日,B 四技,283,256,27,59,2,73,9,53,10,60,4,-,-,-,-,-,-,11,2,09 雲林縣,2 技職
0023,國立雲林科技大學,07141037,資訊工程系_香港二技專班,D 日,C 二技,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07151041,機械工程系,D 日,D 博士,13,13,-,1,-,2,-,3,-,1,-,2,-,1,-,3,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07151041,機械工程系,D 日,M 碩士,134,122,12,47,6,53,6,16,-,6,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07151041,機械工程系_產業精密機械專班,D 日,B 四技,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07151041,機械工程系_智能示範鑄造產學攜手合作專班,D 日,B 四技,38,38,-,38,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07151041,機械工程系_精密機械專班,D 日,B 四技,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07151041,機械工程系_模具工程產學攜手專班,D 日,B 四技,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07151041,機械工程系,D 日,B 四技,486,447,39,101,12,107,9,108,9,114,9,-,-,-,-,-,-,17,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07191048,工業工程與管理系,D 日,D 博士,18,9,9,2,1,2,2,2,1,1,1,1,1,-,3,1,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07191048,工業工程與管理系,D 日,M 碩士,136,80,56,36,26,25,21,15,9,4,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07191048,工業工程與管理系,D 日,B 四技,424,249,175,68,43,61,42,62,44,50,41,-,-,-,-,-,-,8,5,09 雲林縣,2 技職
0023,國立雲林科技大學,07191048,工業工程與管理系_精密機械製造與管理專班,D 日,B 四技,33,33,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07191048,工業工程與管理系,N 職,M 碩士,102,46,56,19,24,14,13,6,9,7,9,-,1,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07194050,工程科技研究所,D 日,D 博士,59,51,8,12,2,6,1,6,3,5,2,9,-,6,-,7,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07194050,工程科技菁英班,D 日,B 四技,54,49,5,49,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07311016,建築與室內設計系,D 日,M 碩士,62,27,35,13,11,5,11,5,8,4,5,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07311016,建築與室內設計系,D 日,B 四技,224,111,113,27,29,30,32,24,22,25,25,-,-,-,-,-,-,5,5,09 雲林縣,2 技職
0023,國立雲林科技大學,07321043,營建工程系,D 日,M 碩士,50,42,8,22,2,16,6,4,-,-,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07321043,營建工程系,D 日,B 四技,309,210,99,46,22,44,29,60,16,51,26,-,-,-,-,-,-,9,6,09 雲林縣,2 技職
0023,國立雲林科技大學,07321043,營建工程系,D 日,C 二技,5,5,-,-,-,-,-,1,-,4,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,07321043,營建工程系,N 職,M 碩士,41,32,9,13,1,11,4,5,2,1,2,2,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,10152053,休閒運動研究所,D 日,M 碩士,26,19,7,8,3,3,2,6,2,2,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,10152053,休閒運動研究所,N 職,M 碩士,33,13,20,7,12,3,8,2,-,1,-,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0023,國立雲林科技大學,99999006,前瞻學士學位學程,D 日,B 四技,58,37,21,-,-,5,4,14,10,16,4,-,-,-,-,-,-,2,3,09 雲林縣,2 技職
0023,國立雲林科技大學,99999061,產業專案學士學位學程,D 日,B 四技,7,2,5,-,-,-,-,2,4,-,1,-,-,-,-,-,-,-,-,09 雲林縣,2 技職
0024,國立屏東科技大學,01118001,技術及職業教育研究所,D 日,M 碩士,36,9,27,2,15,5,10,-,1,2,1,-,-,-,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,01118001,技術及職業教育研究所,N 職,M 碩士,20,10,10,5,6,4,4,1,-,-,-,-,-,-,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,02122003,時尚設計與管理系_時尚設計專班,N 修,B 四技,95,1,94,-,-,-,-,1,46,-,46,-,-,-,-,-,-,-,2,13 屏東縣,2 技職
0024,國立屏東科技大學,02125003,時尚設計與管理系,D 日,M 碩士,18,3,15,2,5,-,5,1,2,-,3,-,-,-,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,02125003,時尚設計與管理系,D 日,B 四技,234,4,230,-,57,2,52,1,48,-,52,-,-,-,-,-,-,1,21,13 屏東縣,2 技職
0024,國立屏東科技大學,02125003,時尚設計與管理系,D 日,C 二技,2,-,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,02311002,應用外語系,D 日,M 碩士,11,2,9,1,4,-,3,1,1,-,1,-,-,-,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,02311002,應用外語系,D 日,B 四技,210,60,150,17,39,14,34,15,38,14,38,-,-,-,-,-,-,-,1,13 屏東縣,2 技職
0024,國立屏東科技大學,03143004,客家文化產業研究所,D 日,M 碩士,30,15,15,7,4,3,3,2,6,2,2,1,-,-,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,04121007,財務金融國際學士學位學程,D 日,B 四技,70,20,50,7,13,3,15,9,10,1,11,-,-,-,-,-,-,-,1,13 屏東縣,2 技職
0024,國立屏東科技大學,04131005,企業管理系,D 日,M 碩士,18,10,8,5,4,4,4,1,-,-,-,-,-,-,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,04131005,企業管理系,D 日,B 四技,366,114,252,33,54,28,60,28,62,22,71,-,-,-,-,-,-,3,5,13 屏東縣,2 技職
0024,國立屏東科技大學,04131005,企業管理系,N 職,M 碩士,15,8,7,2,1,4,6,1,-,-,-,1,-,-,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,04131005,企業管理系,N 修,B 四技,119,47,72,9,29,9,26,9,8,14,6,-,-,-,-,-,-,6,3,13 屏東縣,2 技職
0024,國立屏東科技大學,04199008,科技管理研究所,D 日,M 碩士,9,5,4,-,1,3,2,1,1,1,-,-,-,-,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,04199008,科技管理研究所,N 職,M 碩士,5,5,-,-,-,-,-,3,-,-,-,1,-,1,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,04199009,工業管理系,D 日,M 碩士,39,15,24,4,9,8,15,3,-,-,-,-,-,-,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,04199009,工業管理系,D 日,B 四技,366,165,201,39,56,44,43,35,53,42,46,-,-,-,-,-,-,5,3,13 屏東縣,2 技職
0024,國立屏東科技大學,04199009,工業管理系,N 職,M 碩士,11,10,1,4,-,2,-,2,1,-,-,2,-,-,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,04199011,高階經營管理碩士在職專班,N 職,M 碩士,48,25,23,11,12,13,9,1,-,-,-,-,-,-,2,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,05121015,生物科技系,D 日,M 碩士,57,23,34,9,15,9,12,5,5,-,2,-,-,-,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,05121015,生物科技系,D 日,B 四技,219,114,105,28,27,30,18,23,29,28,29,-,-,-,-,-,-,5,2,13 屏東縣,2 技職
0024,國立屏東科技大學,05121016,農學院生物資源博士班,D 日,D 博士,30,23,7,2,3,4,-,4,2,3,1,-,-,4,-,6,1,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,05121049,動物疫苗科技研究所,D 日,M 碩士,24,7,17,3,10,2,6,-,-,2,-,-,1,-,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,05121050,動物用疫苗國際學位專班,D 日,D 博士,9,-,9,-,2,-,2,-,3,-,2,-,-,-,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,05121050,動物用疫苗國際學位專班,D 日,M 碩士,7,6,1,4,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,05221014,野生動物保育研究所,D 日,M 碩士,45,22,23,13,9,4,8,4,5,1,1,-,-,-,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,05292040,水土保持系,D 日,M 碩士,41,30,11,10,4,13,5,5,1,1,1,-,-,1,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,05292040,水土保持系,D 日,B 四技,213,158,55,40,15,35,15,41,15,32,9,-,-,-,-,-,-,10,1,13 屏東縣,2 技職
0024,國立屏東科技大學,06131017,資訊管理系,D 日,M 碩士,32,22,10,13,5,8,3,1,2,-,-,-,-,-,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,06131017,資訊管理系,D 日,B 四技,228,136,92,35,22,37,21,32,21,27,26,-,-,-,-,-,-,5,2,13 屏東縣,2 技職
0024,國立屏東科技大學,06131017,資訊管理系,N 職,M 碩士,21,20,1,5,-,12,1,2,-,-,-,1,-,-,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,07112024,材料工程研究所,D 日,M 碩士,19,17,2,9,2,7,-,1,-,-,-,-,-,-,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,07112065,先進材料學士學位學程,D 日,B 四技,92,75,17,31,10,29,4,15,3,-,-,-,-,-,-,-,-,-,-,13 屏東縣,2 技職
0024,國立屏東科技大學,07121025,環境工程與科學系,D 日,D 博士,26,22,4,3,1,4,-,1,-,2,-,4,1,3,-,5,2,-,-,13 屏東縣,2 技職
